fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
33.7,2012-07-23 21:24:00 UTC,-73.77674,40.645277,-73.983177,40.660877,1
8.5,2011-11-02 14:02:42 UTC,-73.968,40.8004,-73.9517,40.7829,1
34.5,2014-05-12 04:13:00 UTC,-73.987142,40.74759,-74.00944,40.630522,1
10.5,2013-10-07 19:19:00 UTC,-73.97684,40.759972,-73.994025,40.734877,6
9.7,2009-03-26 12:49:00 UTC,-73.97430200000002,40.742183,-73.997672,40.735848,3
8.0,2015-03-04 11:27:52 UTC,-73.96929168701173,40.785400390625,-73.95120239257811,40.782730102539055,1
6.5,2011-01-27 17:08:00 UTC,-73.947653,40.77526500000001,-73.960858,40.761192,1
14.0,2015-01-27 17:28:09 UTC,-73.97947692871094,40.73563003540039,-73.95629119873048,40.781166076660156,4
9.7,2011-08-17 16:42:43 UTC,-73.9773,40.764,-73.9715,40.7976,0
5.0,2013-08-16 19:52:00 UTC,-73.995835,40.738817,-73.987882,40.741232,1
5.7,2011-09-28 14:59:46 UTC,-73.992628,40.742929,-73.992355,40.753356,1
4.1,2009-11-28 10:21:00 UTC,-73.909103,40.75906,-73.908265,40.756962,5
10.1,2009-08-25 19:22:14 UTC,-74.009183,40.716751,-73.99010600000003,40.681784,1
9.7,2011-07-02 15:12:31 UTC,-73.994137,40.75136,-73.96185600000003,40.759094,1
8.9,2009-02-10 19:13:00 UTC,-73.974378,40.762947,-73.97001800000002,40.789715,1
9.0,2015-01-21 07:07:02 UTC,-73.95352172851562,40.77533721923828,-73.9728775024414,40.7510986328125,1
4.0,2014-08-02 18:06:07 UTC,-73.960978,40.760578,-73.956272,40.768095,2
4.1,2012-01-18 18:04:54 UTC,-73.98925600000003,40.77339600000001,-73.983715,40.767718,0
49.15,2009-01-10 00:06:10 UTC,0.0,0.0,0.0,0.0,1
8.9,2012-01-10 20:18:00 UTC,-73.980822,40.760082,-73.981282,40.78615,1
12.9,2011-01-23 00:31:00 UTC,-73.978657,40.741055,-73.92746,40.759405,5
3.3,2012-08-17 10:06:00 UTC,-74.220003,40.567833,-74.225545,40.570903,2
8.9,2011-05-17 14:29:42 UTC,-73.964524,40.761343,-73.95409000000002,40.784172,1
7.3,2010-02-20 19:46:00 UTC,-73.967637,40.766745,-73.985163,40.756532,1
5.7,2012-08-22 19:59:00 UTC,-73.97887,40.749367,-73.990022,40.736807,1
22.5,2010-10-29 19:24:00 UTC,-73.979128,40.776947,-73.980343,40.776453,1
12.5,2012-05-21 11:19:00 UTC,-73.962322,40.805315,-73.98568,40.769647,5
10.5,2009-09-28 08:42:00 UTC,-73.952445,40.77742,-73.978647,40.75003,2
12.5,2013-01-28 11:41:00 UTC,-73.988957,40.721722,-73.9688,40.750945,1
10.0,2014-05-10 20:57:40 UTC,-73.951557,40.79371,-73.967331,40.764188,1
14.5,2014-10-02 07:42:25 UTC,-73.948513,40.774107,-73.985442,40.739793,1
4.5,2011-04-17 18:29:00 UTC,-73.981252,40.76375,-73.976576,40.76407800000001,1
4.1,2009-06-18 03:28:13 UTC,-73.997518,40.737701,-73.996204,40.743642,1
3.3,2012-06-11 16:49:40 UTC,-73.96745,40.788104,-73.970993,40.785762,1
5.3,2009-10-04 22:03:00 UTC,-73.969913,40.76637,-73.97065500000002,40.756407,5
9.3,2012-08-24 04:07:26 UTC,-73.99304599999998,40.71956,-73.951603,40.713976,2
10.9,2009-08-21 17:38:00 UTC,-73.969342,40.793678,-73.955488,40.764192,1
5.3,2012-08-02 22:26:45 UTC,-73.977489,40.68081,-73.988905,40.688957,1
5.3,2009-08-21 21:52:49 UTC,-73.98382099999998,40.767328000000006,-73.984234,40.761512,1
9.3,2012-08-10 23:34:00 UTC,-73.992743,40.720078,-74.00587,40.740122,5
3.7,2009-10-13 07:41:00 UTC,-74.00058299999998,40.734843,-73.989238,40.736507,1
8.0,2014-09-08 03:44:00 UTC,-73.99852,40.72959,-74.00575500000002,40.707747,1
9.5,2014-02-15 20:34:00 UTC,-73.98174200000003,40.753907,-73.981312,40.753697,6
25.7,2012-05-22 19:12:00 UTC,-73.874447,40.774007,-73.999073,40.72920300000001,1
9.5,2014-10-01 19:06:02 UTC,-73.98858,40.759324,-73.980651,40.783044,2
13.5,2015-03-03 09:46:42 UTC,-74.00011444091797,40.738014221191406,-74.0144805908203,40.71406173706055,1
14.1,2011-12-22 23:41:47 UTC,-74.006774,40.705769,-73.96537099999998,40.754838,1
6.0,2015-04-22 21:02:33 UTC,-73.98367309570312,40.69369888305664,-73.96636199951173,40.69082260131836,1
10.1,2011-02-20 15:33:00 UTC,-73.97520300000002,40.75601,-73.990812,40.751057,1
3.5,2013-06-15 16:19:51 UTC,-73.969676,40.757733,-73.964821,40.764139,1
16.9,2010-06-29 10:48:00 UTC,-73.957247,40.765898,-74.002815,40.72196,5
38.1,2011-10-12 09:47:38 UTC,-73.870659,40.773618,-73.981685,40.762393,1
5.3,2009-06-27 01:17:00 UTC,-73.971487,40.75375,-73.95878,40.768647,2
25.83,2014-12-07 22:39:29 UTC,-73.87083299999998,40.773737,-73.935211,40.816142,1
8.5,2010-12-02 12:19:14 UTC,-73.983603,40.759113,-73.978977,40.754382,1
8.0,2012-09-28 18:28:00 UTC,-73.967603,40.787898,-73.959807,40.773787,1
13.5,2015-04-09 12:12:00 UTC,-73.96697235107422,40.79368209838867,-73.97002410888672,40.76283264160156,1
6.5,2011-08-25 10:49:00 UTC,-73.980112,40.745815,-73.976007,40.760648,1
4.9,2012-08-13 11:39:00 UTC,-73.991062,40.733237,-73.998362,40.723467,1
3.7,2010-07-14 23:43:06 UTC,-73.974125,40.788741,-73.967392,40.796054,1
5.3,2009-07-08 12:09:25 UTC,-73.971616,40.746556,-73.97510799999998,40.741831,1
11.5,2013-09-28 01:04:00 UTC,-73.998637,40.724537,-73.969367,40.752087,1
4.5,2011-12-19 06:04:00 UTC,-73.987933,40.743933,-73.978927,40.752205,2
4.5,2009-06-10 11:52:00 UTC,-73.980512,40.75384,-73.988848,40.744245,1
6.1,2012-01-06 06:34:35 UTC,-73.990411,40.750934,-73.969075,40.748264,1
8.1,2012-05-30 20:12:39 UTC,-73.993305,40.719189,-73.972514,40.746269,1
12.5,2009-09-30 22:40:00 UTC,-73.982608,40.764568,-74.014565,40.717902,1
9.3,2010-02-12 08:43:48 UTC,-73.967972,40.755327,-73.988233,40.752426,1
12.9,2010-12-07 23:50:00 UTC,-73.996323,40.723882,-73.978688,40.766988,2
4.5,2011-02-22 08:06:00 UTC,-73.991587,40.749913,-73.99063199999998,40.739963,1
4.5,2010-05-14 20:10:40 UTC,-73.947664,40.783708,-73.956808,40.774864,2
5.0,2013-02-28 19:29:00 UTC,-73.984222,40.729502,-73.985477,40.735695,1
8.5,2013-03-27 23:00:00 UTC,-73.97093000000002,40.758602,-73.951797,40.78189,4
9.7,2010-12-01 19:43:13 UTC,-73.979275,40.762551,-73.996119,40.755206,1
10.9,2010-03-28 20:31:39 UTC,-73.953709,40.778924,-73.974756,40.732917,1
3.5,2013-03-13 13:34:00 UTC,-73.97991,40.749037,-73.98015,40.748695,6
47.0,2014-02-17 14:33:01 UTC,-73.978255,40.752268,-73.94455,40.639817,1
4.5,2013-08-21 08:32:00 UTC,-73.992375,40.760927,-74.000557,40.758222,1
10.5,2015-05-10 12:34:44 UTC,-73.97794342041014,40.75239181518555,-73.98262023925781,40.77154922485352,1
8.0,2013-06-27 22:53:00 UTC,-73.9769,40.78599000000001,-73.956827,40.776597,1
9.7,2010-01-07 18:28:13 UTC,-73.997403,40.725858,-73.989172,40.757983,3
49.57,2010-08-21 11:02:00 UTC,-73.973187,40.75921500000001,-73.786822,40.647507,1
9.0,2012-09-17 22:08:00 UTC,-73.99558499999998,40.725262,-73.98881,40.748425,6
6.0,2012-12-16 19:05:00 UTC,-74.010112,40.73596,-74.010112,40.73596,1
6.5,2012-01-13 23:39:00 UTC,-73.97619300000002,40.748503,-73.960592,40.769477,1
20.0,2014-08-29 20:22:54 UTC,-73.955877,40.772085,-73.91104200000002,40.821716,1
10.1,2009-08-08 12:43:00 UTC,-73.95219300000002,40.77388,-73.97585699999998,40.744668,1
3.3,2011-02-20 10:23:00 UTC,-73.98399,40.764777,-73.978815,40.771553,1
11.5,2012-09-29 01:36:00 UTC,-74.000085,40.719325,-73.98045,40.742682,1
6.5,2015-03-23 10:54:05 UTC,-73.95524597167969,40.77959060668945,-73.9527816772461,40.76816177368164,1
19.3,2012-06-10 19:24:00 UTC,-74.003252,40.707925,-73.95317800000002,40.742222,6
14.5,2011-06-22 03:32:00 UTC,-73.922575,40.74341,-73.86173000000002,40.76841,1
8.9,2010-10-09 23:22:00 UTC,0.0,0.0,0.0,0.0,5
12.5,2014-03-14 07:19:56 UTC,-73.97440300000002,40.791082,-73.98200899999998,40.755006,1
9.7,2012-08-29 10:51:00 UTC,-73.986812,40.739472,-73.972192,40.75987,1
3.3,2009-07-29 22:11:08 UTC,-73.977962,40.745796,-73.97814699999998,40.74697800000001,1
14.9,2011-10-15 00:44:28 UTC,-73.968313,40.75967,-73.904865,40.723015,1
9.5,2013-11-21 21:55:00 UTC,-73.99954,40.733862,-73.96531,40.772837,5
8.1,2012-02-06 12:12:44 UTC,-73.987236,40.744783,-73.999425,40.722391,1
8.9,2011-07-24 20:38:51 UTC,-73.96606899999998,40.76135900000001,-73.98277399999998,40.72711500000001,1
6.9,2009-03-15 12:18:00 UTC,-73.9503,40.786408,-73.971577,40.794497,1
10.0,2013-10-11 12:26:00 UTC,-73.991413,40.7444,-73.96949000000002,40.758965,1
18.0,2013-10-02 19:27:00 UTC,-73.97879,40.766697,-73.996235,40.724082,1
19.7,2011-01-27 13:18:00 UTC,-73.937852,40.796858,-73.99174000000002,40.759395,1
19.7,2011-09-05 11:07:00 UTC,0.0,0.0,0.0,0.0,5
17.3,2012-04-17 15:16:09 UTC,-73.976153,40.749095,-73.95682,40.74472700000001,1
3.3,2011-08-22 11:49:00 UTC,-73.95272299999998,40.781043,-73.951672,40.785773,2
7.3,2009-04-15 19:28:00 UTC,-73.96668000000003,40.761335,-73.981937,40.740023,1
11.7,2011-08-06 23:15:00 UTC,-73.988173,40.732157,-73.947812,40.776312,1
4.1,2009-07-21 17:44:00 UTC,-73.97698000000003,40.750678,-73.983942,40.740582,1
4.0,2013-01-30 19:06:00 UTC,-73.993152,40.746932,-73.99687,40.742305,2
8.5,2011-05-04 08:06:39 UTC,-73.97574499999997,40.749863,-73.976083,40.76527700000001,1
15.7,2010-07-02 06:43:31 UTC,-73.996854,40.686262,-74.002022,40.746799,1
13.7,2010-01-10 13:50:49 UTC,-73.96849300000002,40.799754,-73.968102,40.761983,1
10.5,2013-08-03 17:27:21 UTC,0.0,0.0,0.0,0.0,1
11.7,2011-06-12 18:47:35 UTC,-73.950547,40.771677,-73.99069200000002,40.738849,2
4.1,2010-05-04 16:10:53 UTC,-73.978269,40.737465,-73.971368,40.746876,1
14.9,2011-03-06 14:27:00 UTC,-73.993318,40.692313,-73.980615,40.726018,2
10.0,2015-04-20 14:30:49 UTC,-73.96623992919923,40.80508804321289,-73.97650146484375,40.78503036499024,1
19.5,2013-06-14 07:18:00 UTC,-73.946662,40.800535,-74.00057199999998,40.747647,1
13.3,2012-01-06 10:34:48 UTC,-73.9585,40.7754,-73.9911,40.7507,2
9.7,2011-03-07 16:01:00 UTC,-73.987422,40.744605,-73.96254,40.759013,1
4.9,2010-12-28 13:06:38 UTC,-73.977637,40.738152,-73.97126800000002,40.751825,1
8.5,2011-02-10 18:56:00 UTC,-73.990387,40.756173,-73.97110500000002,40.757145,1
7.7,2011-02-28 09:20:00 UTC,-74.004118,40.747942,-73.983985,40.761713,3
7.5,2012-09-06 00:47:43 UTC,-73.991536,40.749996,-73.972779,40.748318,1
8.1,2010-01-02 14:27:15 UTC,-73.98184300000001,40.775206,-73.961487,40.780512,1
2.9,2010-02-05 02:14:48 UTC,-73.958572,40.764414,-73.954929,40.769128,1
6.5,2012-02-19 11:43:00 UTC,-73.976905,40.790063,-73.978312,40.772997,5
3.7,2012-09-01 00:37:00 UTC,-73.98325,40.72642800000001,-73.985008,40.72411500000001,1
7.3,2009-12-23 11:59:00 UTC,-73.99562,40.73067,-73.97670500000002,40.74486,2
11.7,2010-08-22 03:52:19 UTC,-74.002278,40.72995,-73.981536,40.78115800000001,1
5.5,2012-11-08 10:57:00 UTC,-73.96321999999998,40.808842,-73.969337,40.79788,1
14.1,2011-10-25 20:26:00 UTC,-73.976602,40.748097,-73.979055,40.782788,1
14.0,2014-05-15 08:02:14 UTC,-73.974047,40.753893,-73.99607900000002,40.76831,1
57.54,2015-06-08 12:12:49 UTC,-73.79266357421875,40.6450309753418,-73.98194122314453,40.75698852539063,2
50.5,2010-09-23 05:32:00 UTC,-73.95500799999998,40.808402,-73.954992,40.808417,1
5.5,2013-11-18 22:54:00 UTC,-73.96172,40.763865,-73.95198,40.77342700000001,1
12.0,2015-04-09 20:25:00 UTC,0.0,0.0,0.0,0.0,1
5.0,2013-07-20 13:18:26 UTC,-73.976191,40.76017,-73.969786,40.763066,1
16.5,2009-07-05 03:07:19 UTC,-73.994151,40.743426,-73.97891,40.776698,4
11.3,2009-08-23 05:54:00 UTC,-73.952308,40.77722,-73.991357,40.749798,1
10.9,2009-11-14 18:23:00 UTC,0.0,0.0,0.0,0.0,1
5.3,2011-10-01 19:08:00 UTC,-73.99518,40.743995,-74.003597,40.732018,5
26.9,2010-03-11 14:53:00 UTC,-73.781875,40.64480800000001,-73.930988,40.681795,2
9.0,2013-08-24 22:13:00 UTC,-73.989447,40.71905200000001,-74.001605,40.733722,3
4.9,2011-01-26 13:47:00 UTC,-73.99226,40.754045,-73.98446,40.765607,1
5.0,2014-07-29 19:02:00 UTC,-73.968887,40.766562,-73.958547,40.77271500000001,5
8.9,2011-02-12 23:59:49 UTC,-74.00412299999998,40.747613,-74.001745,40.727742,1
17.0,2015-05-29 21:40:41 UTC,-73.98078155517578,40.74681091308594,-73.9713592529297,40.797378540039055,1
4.5,2010-07-12 07:48:59 UTC,-73.973293,40.763556,-73.980767,40.75149,1
5.5,2012-12-17 23:12:40 UTC,-73.981352,40.767432,-73.968897,40.76461,2
6.5,2009-12-24 17:13:51 UTC,-73.99832099999998,40.726343,-73.985074,40.736262,4
9.7,2010-01-17 08:09:20 UTC,-73.97782,40.729856,-73.985614,40.759447,1
18.1,2011-03-11 23:46:23 UTC,-73.992103,40.76951500000001,-74.010711,40.71126,1
12.9,2011-11-14 00:02:04 UTC,-73.987658,40.744156,-74.016497,40.704986,2
9.0,2012-09-06 23:21:05 UTC,-73.78570500000002,40.648792,-73.971684,40.762434000000006,3
4.5,2009-09-01 20:59:00 UTC,-73.810793,40.675515,-73.821883,40.670838,1
11.3,2009-07-09 03:09:07 UTC,-74.005453,40.72727800000001,-73.972316,40.68756,1
22.5,2012-12-18 13:15:00 UTC,-73.992041,40.749117,-73.947399,40.792668,1
7.0,2014-08-13 01:01:00 UTC,-73.958617,40.799827,-73.942735,40.799087,2
6.1,2009-08-04 17:39:09 UTC,-73.963998,40.763654,-73.953739,40.775025,1
9.0,2014-04-27 10:50:30 UTC,-73.991748,40.756353,-73.96680400000002,40.755701,1
8.5,2014-12-04 20:40:00 UTC,-73.987377,40.74474,-73.981145,40.733972,1
6.0,2015-01-21 18:24:52 UTC,-74.00482177734375,40.741458892822266,-74.00531005859375,40.72652816772461,1
5.7,2011-03-22 21:08:30 UTC,-73.972003,40.757263,-73.984227,40.737513,1
8.0,2015-02-09 18:32:01 UTC,-73.9902572631836,40.74207305908203,-74.00283813476562,40.750465393066406,3
7.5,2015-06-06 04:11:10 UTC,-73.97776794433594,40.76444625854492,-73.99264526367188,40.74313354492188,1
23.5,2013-12-24 10:22:00 UTC,-73.92983199999998,40.756472,-73.99165699999998,40.749777,1
11.7,2010-11-22 22:59:56 UTC,-74.00100400000002,40.76179000000001,-73.992446,40.72997700000001,3
8.9,2012-08-16 14:14:20 UTC,-73.99811899999997,40.722713,-73.965098,40.710504,1
5.3,2010-12-12 20:08:00 UTC,-73.991577,40.738802,-73.988008,40.749707,4
6.9,2009-10-26 07:44:37 UTC,-73.95616899999997,40.772009,-73.975325,40.752224,1
20.33,2013-05-11 10:15:00 UTC,-73.925682,40.785977,-73.953642,40.77542,1
10.9,2012-01-19 21:30:29 UTC,-73.98293100000002,40.74459,-73.948406,40.77833,1
10.1,2009-05-13 18:52:01 UTC,-73.98144599999998,40.764202,-73.980696,40.745131,1
7.3,2009-06-21 13:59:00 UTC,-73.98822,40.727747,-74.007175,40.730223,3
6.1,2009-03-30 15:22:40 UTC,-73.994445,40.72920300000001,-74.00267099999998,40.718511,1
4.5,2012-09-29 12:45:00 UTC,-73.960157,40.77627,-73.96566999999997,40.768527,1
4.0,2014-12-31 20:15:00 UTC,-73.97454,40.79509,-73.97218000000002,40.7992,4
5.0,2015-05-28 18:13:08 UTC,-74.00267028808595,40.7396240234375,-74.00810241699219,40.73949813842773,1
8.5,2010-12-04 00:51:00 UTC,-73.95651,40.802807,-73.949442,40.781877,2
7.7,2010-04-19 08:15:34 UTC,-73.95339799999998,40.76673,-73.97679699999998,40.749635,1
8.5,2010-12-30 15:28:00 UTC,-73.98222700000002,40.774617,-73.970555,40.784077,1
20.0,2014-12-11 21:05:00 UTC,-74.00584,40.745365,-73.952832,40.772417,1
21.5,2013-11-02 17:49:52 UTC,-73.971152,40.764182,-74.014685,40.718023,1
9.7,2012-02-10 20:55:00 UTC,-73.994038,40.751157,-73.97653000000003,40.733573,1
6.9,2009-01-08 12:07:37 UTC,-74.005767,40.750963,-73.984377,40.759232,1
49.57,2010-07-29 15:30:06 UTC,-73.95133100000002,40.741528,-73.984957,40.760157,2
17.0,2015-05-09 19:25:57 UTC,-74.00374603271484,40.72251892089844,-73.9935989379883,40.745513916015625,3
4.5,2011-04-24 21:29:51 UTC,-73.965981,40.758013,-73.974727,40.755326,1
17.5,2014-09-03 02:12:23 UTC,-73.952248,40.777282,-73.904156,40.745435,1
21.3,2011-06-20 14:53:19 UTC,-73.991729,40.749558,-73.981059,40.676634,1
15.3,2011-04-07 01:41:00 UTC,-74.003672,40.755495,-73.98218299999998,40.678883,5
26.9,2011-08-22 22:24:00 UTC,-73.86288,40.769038,-73.9568,40.76608,1
49.8,2012-06-30 11:55:00 UTC,-73.780952,40.645012,-73.99904699999998,40.732302,1
25.5,2014-03-26 18:42:00 UTC,-73.789867,40.647072,-73.77289499999998,40.73467700000001,1
8.1,2010-05-13 14:53:22 UTC,-73.977429,40.753055,-73.993561,40.750627,1
12.5,2013-11-25 10:41:00 UTC,-73.974202,40.757112,-73.992367,40.747662,1
6.1,2012-01-14 21:09:00 UTC,-73.992827,40.74738,-74.004018,40.733427,5
14.9,2009-05-09 14:38:41 UTC,-73.951216,40.785511,-73.99654,40.726033,2
8.1,2009-07-26 19:54:33 UTC,-73.981473,40.747172,-73.988615,40.764007,1
5.3,2011-06-03 18:43:00 UTC,-73.991485,40.731745,-73.98491700000002,40.721755,1
8.1,2011-01-14 07:54:00 UTC,-73.98261,40.762658,-73.98227800000002,40.784952,1
9.5,2013-01-03 22:50:20 UTC,-73.952671,40.780529,-73.948887,40.808109,2
9.0,2012-12-20 22:59:00 UTC,-73.987525,40.760102,-73.981065,40.741432,1
4.5,2012-03-10 15:44:42 UTC,-73.988043,40.723132,-73.97921,40.736132,1
7.0,2015-01-16 23:21:47 UTC,0.0,0.0,0.0,0.0,2
30.9,2012-01-25 22:34:00 UTC,0.0,0.0,0.0,0.0,1
6.9,2009-03-30 00:38:00 UTC,-73.99985500000003,40.728562,-74.009622,40.733207,3
4.5,2015-05-13 09:16:56 UTC,-73.99247741699219,40.74282836914063,-73.98657989501955,40.74295043945313,1
7.7,2011-05-15 12:26:00 UTC,-73.98074,40.756592,-74.002685,40.760643,1
9.7,2012-07-31 11:12:00 UTC,-73.95920799999998,40.711567,-73.961188,40.71055,1
11.0,2014-04-06 01:44:30 UTC,-73.98420899999998,40.751828,-73.982539,40.727977,1
5.0,2015-03-29 01:41:19 UTC,-74.00465393066406,40.7420539855957,-74.0080795288086,40.7390022277832,3
9.7,2011-11-02 11:02:38 UTC,-73.982304,40.767899,-73.980299,40.753154,1
5.5,2012-11-17 13:44:00 UTC,-74.004205,40.747557,-73.99558499999998,40.743977,1
5.3,2010-01-04 09:43:00 UTC,-73.97319,40.755315,-73.980572,40.746905,1
3.5,2014-07-09 11:06:00 UTC,-73.990845,40.750642,-73.99506,40.74501,1
4.5,2014-06-12 12:15:09 UTC,-73.961223,40.761117,-73.968048,40.763732,1
10.0,2012-11-18 20:50:22 UTC,-73.981706,40.763447,-73.99614,40.742727,1
8.0,2014-09-30 15:48:38 UTC,-73.99189100000002,40.72955,-74.007113,40.742665,1
7.5,2013-07-11 16:54:00 UTC,-73.969837,40.749032,-73.95541,40.768492,2
17.0,2015-02-19 08:10:33 UTC,-73.98367309570312,40.7215461730957,-73.99951171875,40.754859924316406,1
10.0,2013-01-15 13:24:00 UTC,-73.99254499999998,40.748697,-73.997107,40.72542,1
3.7,2011-05-14 04:34:00 UTC,-73.96855500000002,40.759098,-73.968512,40.764793,5
6.5,2011-01-10 17:49:00 UTC,-73.96774,40.763165,-73.976857,40.758955,2
10.5,2013-01-15 11:19:00 UTC,-73.983963,40.743488,-73.96791,40.761653,4
10.5,2013-07-22 15:45:45 UTC,-73.99074499999998,40.742366,-73.967313,40.755982,1
3.5,2012-10-17 01:02:00 UTC,-73.975875,40.7565,-73.985688,40.761607,1
4.9,2009-10-11 22:37:24 UTC,-73.990037,40.757096,-74.001127,40.746998,1
9.3,2009-05-23 20:41:50 UTC,-73.9707,40.752127,-74.000152,40.721368,2
14.0,2012-10-24 05:14:16 UTC,-74.008892,40.706336,-73.976957,40.745225,1
9.3,2010-12-30 19:47:00 UTC,-73.96091,40.774933,-73.976333,40.763702,1
10.1,2009-04-15 14:12:00 UTC,-73.988173,40.754133,-73.99520799999998,40.72507,1
6.5,2011-12-13 22:12:00 UTC,-73.977948,40.789038,-73.983182,40.771235,3
3.7,2009-04-24 05:54:00 UTC,-73.945615,40.770958,-73.954578,40.76292700000001,1
6.5,2013-01-30 19:04:00 UTC,-73.98468000000003,40.768487,-73.987145,40.757035,1
5.4,2009-03-14 00:42:05 UTC,-73.966409,40.789466,-73.978268,40.783318,1
5.5,2015-02-20 18:00:35 UTC,-74.01555633544923,40.70924377441406,-74.01033782958984,40.71871566772461,2
19.7,2012-06-11 13:44:00 UTC,-73.970827,40.764202,-73.943002,40.840287,6
9.3,2011-11-12 14:37:21 UTC,-73.971039,40.761789,-73.991762,40.74962,1
5.5,2012-09-06 19:35:04 UTC,-73.96996800000002,40.768831,-73.983867,40.774627,2
16.0,2013-10-02 07:46:08 UTC,-73.959474,40.78027700000001,-73.992114,40.750661,1
8.0,2014-09-11 07:19:55 UTC,-73.98238,40.762941,-73.96844,40.76167,1
3.5,2015-05-12 15:31:29 UTC,-73.96359252929686,40.774173736572266,-73.95925903320312,40.78017807006836,1
5.5,2014-06-09 18:15:59 UTC,-73.97971,40.754932,-73.981848,40.746611,1
18.5,2015-04-13 11:47:36 UTC,-73.78221130371094,40.64453887939453,-73.80717468261719,40.70066452026367,1
3.7,2009-03-21 00:31:00 UTC,-73.988078,40.723782,-73.99149200000002,40.727108,2
7.7,2010-08-07 19:01:00 UTC,-73.999372,40.733702,-73.985665,40.756862,1
41.0,2014-11-05 17:27:50 UTC,-73.98994,40.735006,-73.873104,40.77433900000001,3
5.0,2014-02-25 06:26:00 UTC,-73.993288,40.741727,-73.983975,40.755005,1
9.0,2014-03-21 19:52:58 UTC,-73.986717,40.734107,-73.989192,40.721847,2
8.5,2009-02-07 04:21:00 UTC,-73.980345,40.748387,-73.954072,40.77475,2
6.5,2010-05-04 22:23:31 UTC,-73.98368599999998,40.758381,-74.00022299999998,40.73780900000001,1
7.0,2012-09-14 15:13:13 UTC,-73.97148100000003,40.750961,-73.982772,40.735415,1
7.5,2014-11-22 13:34:09 UTC,-74.006434,40.73931,-74.002053,40.724866,4
13.7,2011-10-17 18:05:00 UTC,-73.986322,40.730483,-73.962518,40.776408,5
4.1,2011-09-23 01:18:48 UTC,-73.958832,40.763893,-73.965689,40.761994,1
5.5,2013-09-19 12:02:00 UTC,-73.983047,40.744645,-73.97706,40.752362,6
4.5,2011-07-25 11:56:00 UTC,0.0,0.0,0.0,0.0,1
3.5,2014-01-08 15:55:13 UTC,-73.991976,40.744146,-73.987866,40.74998400000001,1
6.9,2011-07-06 17:04:39 UTC,-73.975735,40.754986,-73.982744,40.770717,1
12.1,2011-02-03 19:09:58 UTC,-73.982489,40.764057,-73.949954,40.783892,1
2.5,2012-07-20 21:46:36 UTC,-73.985543,40.745541,0.0,0.0,1
5.5,2013-03-23 09:30:06 UTC,-73.95999599999998,40.773602,-73.97035,40.765548,1
6.5,2010-11-15 18:19:00 UTC,-73.98196800000002,40.736672,-73.996185,40.74267,5
14.5,2009-08-18 16:25:00 UTC,-74.00841700000002,40.71169,-73.969563,40.7537,2
9.3,2009-10-27 01:17:00 UTC,-73.98883000000002,40.722045,-73.98649499999998,40.749288,1
6.0,2014-03-24 14:27:00 UTC,-73.981542,40.780542,-73.97925699999998,40.772652,5
8.1,2012-04-06 18:34:00 UTC,-73.992993,40.737017,-73.99423,40.75427,2
3.3,2009-03-10 14:29:30 UTC,-73.97178000000002,40.760104,-73.970846,40.762975,1
22.0,2014-06-23 01:47:00 UTC,-73.99959,40.69333,-73.96991,40.75699,1
7.5,2013-08-22 14:43:00 UTC,-74.006093,40.74430200000001,-73.99075,40.740012,1
7.3,2010-05-03 21:35:46 UTC,-73.94465100000002,40.7794,-73.964182,40.757163,1
8.5,2013-08-17 18:17:00 UTC,-73.998112,40.761085,-74.000325,40.737547,2
7.0,2013-04-12 15:37:07 UTC,-73.946177,40.773339,-73.959121,40.76596,2
7.7,2012-02-05 19:27:00 UTC,-73.977613,40.725745,-74.005533,40.739055,5
8.0,2013-11-18 21:40:00 UTC,-73.980905,40.780045,-73.985892,40.762032,5
5.3,2010-07-20 13:04:00 UTC,-73.959788,40.780455,-73.96543199999998,40.790325,5
4.9,2010-01-09 10:22:00 UTC,-73.95395699999997,40.777893,-73.949843,40.774328,1
8.5,2014-07-15 10:52:42 UTC,-73.982568,40.677232,-73.963312,40.671703,1
4.5,2015-04-22 17:08:32 UTC,-73.9669418334961,40.793617248535156,-73.9736785888672,40.78705978393555,2
13.7,2009-06-07 16:41:00 UTC,-73.987088,40.754832,-74.001583,40.719468,1
7.3,2010-09-29 10:27:00 UTC,-73.941898,40.757595,-73.939075,40.757332,2
5.5,2013-03-04 12:43:00 UTC,-73.99560799999998,40.741375,-73.99560799999998,40.741375,1
12.9,2009-05-02 20:36:20 UTC,-73.98577900000002,40.770295,-73.98221600000002,40.727966,3
45.0,2009-06-11 14:39:46 UTC,-73.976029,40.749181,-73.786762,40.647756,2
5.5,2014-07-25 08:44:00 UTC,-73.989602,40.757115,-73.982055,40.75564,1
8.9,2009-09-20 15:54:00 UTC,-74.006852,40.74156,-73.995852,40.726248,1
7.5,2015-03-19 16:22:09 UTC,-73.9601058959961,40.771202087402344,-73.97406005859375,40.779685974121094,2
5.7,2012-04-21 04:43:00 UTC,-74.000395,40.72879,-73.98814,40.731832,5
11.7,2011-09-09 09:48:35 UTC,-73.955771,40.769388,-73.971774,40.762944,1
14.9,2010-01-31 16:28:00 UTC,-74.008085,40.722687,-73.966225,40.765485,1
4.5,2011-12-12 20:29:00 UTC,-73.989855,40.760592,-73.98035,40.77029,6
